#No. of evaluations 1 
   0 0.026 0.000 
   1 0.078 0.000 
   2 0.130 0.000 
   3 0.182 0.000 
   4 0.234 0.000 
   5 0.287 0.000 
   6 0.339 0.000 
   7 0.391 0.000 
   8 0.443 0.000 
   9 0.495 0.000 
  10 0.547 0.000 
  11 0.599 0.000 
  12 0.651 0.000 
  13 0.703 0.000 
  14 0.755 0.000 
  15 0.807 0.000 
  16 0.860 0.000 
  17 0.912 0.000 
  18 0.964 0.000 
  19 1.016 0.969 
  20 1.068 11.062 
  21 1.120 15.126 
  22 1.172 8.051 
  23 1.224 4.064 
  24 1.276 2.381 
  25 1.328 1.752 
  26 1.380 1.360 
  27 1.433 1.105 
  28 1.485 1.146 
  29 1.537 1.195 
  30 1.589 1.401 
  31 1.641 1.396 
  32 1.693 1.482 
  33 1.745 1.957 
  34 1.797 2.367 
  35 1.849 2.715 
  36 1.901 2.868 
  37 1.953 3.039 
  38 2.006 2.950 
  39 2.058 2.890 
  40 2.110 2.837 
  41 2.162 2.820 
  42 2.214 2.468 
  43 2.266 2.051 
  44 2.318 1.779 
  45 2.370 1.577 
  46 2.422 1.379 
  47 2.474 1.373 
  48 2.526 1.417 
  49 2.579 1.577 
  50 2.631 1.580 
  51 2.683 1.624 
  52 2.735 1.863 
  53 2.787 1.978 
  54 2.839 1.905 
  55 2.891 2.008 
  56 2.943 1.872 
  57 2.995 1.836 
  58 3.047 1.749 
  59 3.100 1.680 
  60 3.152 1.571 
  61 3.204 1.520 
  62 3.256 1.468 
  63 3.308 1.376 
  64 3.360 1.323 
  65 3.412 1.294 
  66 3.464 1.225 
  67 3.516 1.302 
  68 3.568 1.331 
  69 3.620 1.288 
  70 3.673 1.362 
  71 3.725 1.318 
  72 3.777 1.226 
  73 3.829 1.268 
  74 3.881 1.243 
  75 3.933 1.199 
  76 3.985 1.148 
  77 4.037 1.091 
  78 4.089 1.098 
  79 4.141 1.008 
  80 4.193 0.995 
  81 4.246 0.948 
  82 4.298 0.925 
  83 4.350 0.901 
  84 4.402 0.884 
  85 4.454 0.854 
  86 4.506 0.874 
  87 4.558 0.830 
  88 4.610 0.823 
  89 4.662 0.813 
  90 4.714 0.799 
  91 4.766 0.750 
  92 4.819 0.733 
  93 4.871 0.677 
  94 4.923 0.689 
  95 4.975 0.621 
  96 5.027 0.606 
  97 5.079 0.600 
  98 5.131 0.576 
  99 5.183 0.538 
 100 5.235 0.564 
 101 5.287 0.514 
 102 5.340 0.491 
 103 5.392 0.465 
 104 5.444 0.460 
 105 5.496 0.471 
 106 5.548 0.428 
 107 5.600 0.403 
 108 5.652 0.397 
 109 5.704 0.374 
 110 5.756 0.349 
 111 5.808 0.350 
 112 5.860 0.310 
 113 5.913 0.294 
 114 5.965 0.287 
 115 6.017 0.260 
 116 6.069 0.262 
 117 6.121 0.232 
 118 6.173 0.226 
 119 6.225 0.204 
 120 6.277 0.184 
 121 6.329 0.198 
 122 6.381 0.173 
 123 6.433 0.156 
 124 6.486 0.144 
 125 6.538 0.143 
 126 6.590 0.140 
 127 6.642 0.124 
 128 6.694 0.112 
 129 6.746 0.098 
 130 6.798 0.089 
 131 6.850 0.086 
 132 6.902 0.086 
 133 6.954 0.079 
 134 7.006 0.071 
 135 7.059 0.057 
 136 7.111 0.060 
 137 7.163 0.056 
 138 7.215 0.051 
 139 7.267 0.041 
 140 7.319 0.040 
 141 7.371 0.035 
 142 7.423 0.032 
 143 7.475 0.027 
 144 7.527 0.028 
 145 7.579 0.021 
 146 7.632 0.020 
 147 7.684 0.020 
 148 7.736 0.015 
 149 7.788 0.015 
 150 7.840 0.010 
 151 7.892 0.012 
 152 7.944 0.009 
 153 7.996 0.008 
 154 8.048 0.008 
 155 8.100 0.005 
 156 8.153 0.005 
 157 8.205 0.005 
 158 8.257 0.004 
 159 8.309 0.003 
 160 8.361 0.002 
 161 8.413 0.003 
 162 8.465 0.002 
 163 8.517 0.002 
 164 8.569 0.002 
 165 8.621 0.001 
 166 8.673 0.001 
 167 8.726 0.001 
 168 8.778 0.001 
 169 8.830 0.001 
 170 8.882 0.000 
 171 8.934 0.000 
 172 8.986 0.000 
 173 9.038 0.000 
 174 9.090 0.000 
 175 9.142 0.000 
 176 9.194 0.000 
 177 9.246 0.000 
 178 9.299 0.000 
 179 9.351 0.000 
 180 9.403 0.000 
 181 9.455 0.000 
 182 9.507 0.000 
 183 9.559 0.000 
 184 9.611 0.000 
 185 9.663 0.000 
 186 9.715 0.000 
 187 9.767 0.000 
 188 9.819 0.000 
 189 9.872 0.000 
 190 9.924 0.000 
 191 9.976 0.000 
 192 10.028 0.000 
 193 10.080 0.000 
 194 10.132 0.000 
 195 10.184 0.000 
 196 10.236 0.000 
 197 10.288 0.000 
 198 10.340 0.000 
 199 10.392 0.000 

