Begin Initialization
Simulation Box: Xlen=2.084e+01, Ylen=2.084e+01, Zlen=2.084e+01
12, 1.652235, 1.652235, 1.652235
Initalized positions
Initialized velocities
n_cells=343,ncellx=7,ncelly=7,ncellz=7
number of cells is 343
ecut=-2.039611e-01
Initialized
Density=0.191
xmin=-10.419, xmax=10.419, ymin=-10.419, ymax=10.419, zmin=-10.419, zmax=10.419
beta=1.000
friction_coeff=1.000
epsilon=12.500
Begin Equilibration
Begin MD
 1400 	en/npart= -2.853e+01 	Etot/npart= -2.853e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 1500 	en/npart= -2.873e+01 	Etot/npart= -2.873e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 1600 	en/npart= -2.893e+01 	Etot/npart= -2.893e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 1700 	en/npart= -2.911e+01 	Etot/npart= -2.911e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 1800 	en/npart= -2.929e+01 	Etot/npart= -2.929e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 1900 	en/npart= -2.947e+01 	Etot/npart= -2.947e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 2000 	en/npart= -2.964e+01 	Etot/npart= -2.964e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 2100 	en/npart= -2.981e+01 	Etot/npart= -2.981e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 2200 	en/npart= -2.997e+01 	Etot/npart= -2.997e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 2300 	en/npart= -3.013e+01 	Etot/npart= -3.013e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 2400 	en/npart= -3.029e+01 	Etot/npart= -3.029e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 2500 	en/npart= -3.045e+01 	Etot/npart= -3.045e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 2600 	en/npart= -3.061e+01 	Etot/npart= -3.061e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 2700 	en/npart= -3.077e+01 	Etot/npart= -3.077e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 2800 	en/npart= -3.092e+01 	Etot/npart= -3.092e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 2900 	en/npart= -3.107e+01 	Etot/npart= -3.107e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 3000 	en/npart= -3.122e+01 	Etot/npart= -3.122e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 3100 	en/npart= -3.136e+01 	Etot/npart= -3.136e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 3200 	en/npart= -3.150e+01 	Etot/npart= -3.150e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 3300 	en/npart= -3.163e+01 	Etot/npart= -3.163e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 3400 	en/npart= -3.176e+01 	Etot/npart= -3.176e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 3500 	en/npart= -3.189e+01 	Etot/npart= -3.189e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 3600 	en/npart= -3.202e+01 	Etot/npart= -3.202e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 3700 	en/npart= -3.214e+01 	Etot/npart= -3.214e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 3800 	en/npart= -3.227e+01 	Etot/npart= -3.227e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 3900 	en/npart= -3.240e+01 	Etot/npart= -3.240e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 4000 	en/npart= -3.252e+01 	Etot/npart= -3.252e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 4100 	en/npart= -3.264e+01 	Etot/npart= -3.264e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 4200 	en/npart= -3.277e+01 	Etot/npart= -3.277e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 4300 	en/npart= -3.288e+01 	Etot/npart= -3.288e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 4400 	en/npart= -3.300e+01 	Etot/npart= -3.300e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 4500 	en/npart= -3.312e+01 	Etot/npart= -3.312e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 4600 	en/npart= -3.324e+01 	Etot/npart= -3.324e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 4700 	en/npart= -3.335e+01 	Etot/npart= -3.335e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 4800 	en/npart= -3.346e+01 	Etot/npart= -3.346e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 4900 	en/npart= -3.356e+01 	Etot/npart= -3.356e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 5000 	en/npart= -3.367e+01 	Etot/npart= -3.367e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 5100 	en/npart= -3.377e+01 	Etot/npart= -3.377e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 5200 	en/npart= -3.387e+01 	Etot/npart= -3.387e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 5300 	en/npart= -3.397e+01 	Etot/npart= -3.397e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 5400 	en/npart= -3.407e+01 	Etot/npart= -3.407e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 5500 	en/npart= -3.416e+01 	Etot/npart= -3.416e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 5600 	en/npart= -3.425e+01 	Etot/npart= -3.425e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 5700 	en/npart= -3.433e+01 	Etot/npart= -3.433e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 5800 	en/npart= -3.442e+01 	Etot/npart= -3.442e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 5900 	en/npart= -3.450e+01 	Etot/npart= -3.450e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 6000 	en/npart= -3.458e+01 	Etot/npart= -3.458e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 6100 	en/npart= -3.466e+01 	Etot/npart= -3.466e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 6200 	en/npart= -3.474e+01 	Etot/npart= -3.474e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 6300 	en/npart= -3.481e+01 	Etot/npart= -3.481e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 6400 	en/npart= -3.488e+01 	Etot/npart= -3.488e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 6500 	en/npart= -3.496e+01 	Etot/npart= -3.496e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 6600 	en/npart= -3.503e+01 	Etot/npart= -3.503e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 6700 	en/npart= -3.510e+01 	Etot/npart= -3.510e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 6800 	en/npart= -3.517e+01 	Etot/npart= -3.517e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 6900 	en/npart= -3.524e+01 	Etot/npart= -3.524e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 7000 	en/npart= -3.531e+01 	Etot/npart= -3.531e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 7100 	en/npart= -3.538e+01 	Etot/npart= -3.538e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 7200 	en/npart= -3.545e+01 	Etot/npart= -3.545e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 7300 	en/npart= -3.551e+01 	Etot/npart= -3.551e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 7400 	en/npart= -3.558e+01 	Etot/npart= -3.558e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 7500 	en/npart= -3.565e+01 	Etot/npart= -3.565e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 7600 	en/npart= -3.572e+01 	Etot/npart= -3.572e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 7700 	en/npart= -3.578e+01 	Etot/npart= -3.578e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 7800 	en/npart= -3.585e+01 	Etot/npart= -3.585e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 7900 	en/npart= -3.591e+01 	Etot/npart= -3.591e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 8000 	en/npart= -3.598e+01 	Etot/npart= -3.598e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 8100 	en/npart= -3.604e+01 	Etot/npart= -3.604e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 8200 	en/npart= -3.611e+01 	Etot/npart= -3.611e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 8300 	en/npart= -3.618e+01 	Etot/npart= -3.618e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 8400 	en/npart= -3.625e+01 	Etot/npart= -3.625e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 8500 	en/npart= -3.632e+01 	Etot/npart= -3.632e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 8600 	en/npart= -3.638e+01 	Etot/npart= -3.638e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 8700 	en/npart= -3.645e+01 	Etot/npart= -3.645e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 8800 	en/npart= -3.652e+01 	Etot/npart= -3.652e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 8900 	en/npart= -3.659e+01 	Etot/npart= -3.659e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 9000 	en/npart= -3.665e+01 	Etot/npart= -3.665e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 9100 	en/npart= -3.672e+01 	Etot/npart= -3.672e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 9200 	en/npart= -3.679e+01 	Etot/npart= -3.679e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 9300 	en/npart= -3.685e+01 	Etot/npart= -3.685e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 9400 	en/npart= -3.692e+01 	Etot/npart= -3.692e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 9500 	en/npart= -3.699e+01 	Etot/npart= -3.699e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 9600 	en/npart= -3.705e+01 	Etot/npart= -3.705e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 9700 	en/npart= -3.712e+01 	Etot/npart= -3.712e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 9800 	en/npart= -3.718e+01 	Etot/npart= -3.718e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
 9900 	en/npart= -3.725e+01 	Etot/npart= -3.725e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
10000 	en/npart= -3.731e+01 	Etot/npart= -3.731e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
10100 	en/npart= -3.737e+01 	Etot/npart= -3.737e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
10200 	en/npart= -3.743e+01 	Etot/npart= -3.743e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
10300 	en/npart= -3.749e+01 	Etot/npart= -3.749e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
10400 	en/npart= -3.755e+01 	Etot/npart= -3.755e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
10500 	en/npart= -3.761e+01 	Etot/npart= -3.761e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
10600 	en/npart= -3.767e+01 	Etot/npart= -3.767e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
10700 	en/npart= -3.773e+01 	Etot/npart= -3.773e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
10800 	en/npart= -3.778e+01 	Etot/npart= -3.778e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
10900 	en/npart= -3.784e+01 	Etot/npart= -3.784e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
11000 	en/npart= -3.789e+01 	Etot/npart= -3.789e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
11100 	en/npart= -3.795e+01 	Etot/npart= -3.795e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
11200 	en/npart= -3.800e+01 	Etot/npart= -3.800e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
11300 	en/npart= -3.805e+01 	Etot/npart= -3.805e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
11400 	en/npart= -3.810e+01 	Etot/npart= -3.810e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
11500 	en/npart= -3.815e+01 	Etot/npart= -3.815e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
11600 	en/npart= -3.820e+01 	Etot/npart= -3.820e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
11700 	en/npart= -3.824e+01 	Etot/npart= -3.824e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
11800 	en/npart= -3.829e+01 	Etot/npart= -3.829e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
11900 	en/npart= -3.834e+01 	Etot/npart= -3.834e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
12000 	en/npart= -3.838e+01 	Etot/npart= -3.838e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
12100 	en/npart= -3.842e+01 	Etot/npart= -3.842e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
12200 	en/npart= -3.847e+01 	Etot/npart= -3.847e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
12300 	en/npart= -3.851e+01 	Etot/npart= -3.851e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
12400 	en/npart= -3.855e+01 	Etot/npart= -3.855e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
12500 	en/npart= -3.859e+01 	Etot/npart= -3.859e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
12600 	en/npart= -3.863e+01 	Etot/npart= -3.863e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
12700 	en/npart= -3.867e+01 	Etot/npart= -3.867e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
12800 	en/npart= -3.871e+01 	Etot/npart= -3.871e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
12900 	en/npart= -3.875e+01 	Etot/npart= -3.875e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
13000 	en/npart= -3.878e+01 	Etot/npart= -3.878e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
13100 	en/npart= -3.882e+01 	Etot/npart= -3.882e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
13200 	en/npart= -3.885e+01 	Etot/npart= -3.885e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
13300 	en/npart= -3.889e+01 	Etot/npart= -3.889e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
13400 	en/npart= -3.892e+01 	Etot/npart= -3.892e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
13500 	en/npart= -3.895e+01 	Etot/npart= -3.895e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
13600 	en/npart= -3.898e+01 	Etot/npart= -3.898e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
13700 	en/npart= -3.901e+01 	Etot/npart= -3.901e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
13800 	en/npart= -3.904e+01 	Etot/npart= -3.904e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
13900 	en/npart= -3.907e+01 	Etot/npart= -3.907e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
14000 	en/npart= -3.910e+01 	Etot/npart= -3.910e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
14100 	en/npart= -3.913e+01 	Etot/npart= -3.913e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
14200 	en/npart= -3.916e+01 	Etot/npart= -3.916e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
14300 	en/npart= -3.919e+01 	Etot/npart= -3.919e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
14400 	en/npart= -3.922e+01 	Etot/npart= -3.922e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
14500 	en/npart= -3.925e+01 	Etot/npart= -3.925e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
14600 	en/npart= -3.927e+01 	Etot/npart= -3.927e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
14700 	en/npart= -3.930e+01 	Etot/npart= -3.930e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
14800 	en/npart= -3.933e+01 	Etot/npart= -3.933e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
14900 	en/npart= -3.935e+01 	Etot/npart= -3.935e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
15000 	en/npart= -3.938e+01 	Etot/npart= -3.938e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
15100 	en/npart= -3.940e+01 	Etot/npart= -3.940e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
15200 	en/npart= -3.943e+01 	Etot/npart= -3.943e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
15300 	en/npart= -3.945e+01 	Etot/npart= -3.945e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
15400 	en/npart= -3.948e+01 	Etot/npart= -3.948e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
15500 	en/npart= -3.950e+01 	Etot/npart= -3.950e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
15600 	en/npart= -3.953e+01 	Etot/npart= -3.953e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
15700 	en/npart= -3.955e+01 	Etot/npart= -3.955e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
15800 	en/npart= -3.957e+01 	Etot/npart= -3.957e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
15900 	en/npart= -3.960e+01 	Etot/npart= -3.960e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
16000 	en/npart= -3.962e+01 	Etot/npart= -3.962e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
16100 	en/npart= -3.964e+01 	Etot/npart= -3.964e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
16200 	en/npart= -3.967e+01 	Etot/npart= -3.967e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
16300 	en/npart= -3.969e+01 	Etot/npart= -3.969e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
16400 	en/npart= -3.971e+01 	Etot/npart= -3.971e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
16500 	en/npart= -3.973e+01 	Etot/npart= -3.973e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
16600 	en/npart= -3.976e+01 	Etot/npart= -3.976e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
16700 	en/npart= -3.978e+01 	Etot/npart= -3.978e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
16800 	en/npart= -3.981e+01 	Etot/npart= -3.981e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
16900 	en/npart= -3.983e+01 	Etot/npart= -3.983e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
17000 	en/npart= -3.986e+01 	Etot/npart= -3.986e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
17100 	en/npart= -3.988e+01 	Etot/npart= -3.988e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
17200 	en/npart= -3.991e+01 	Etot/npart= -3.991e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
17300 	en/npart= -3.994e+01 	Etot/npart= -3.994e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
17400 	en/npart= -3.996e+01 	Etot/npart= -3.996e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
17500 	en/npart= -3.999e+01 	Etot/npart= -3.999e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
17600 	en/npart= -4.002e+01 	Etot/npart= -4.002e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
17700 	en/npart= -4.005e+01 	Etot/npart= -4.005e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
17800 	en/npart= -4.008e+01 	Etot/npart= -4.008e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
17900 	en/npart= -4.010e+01 	Etot/npart= -4.010e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
18000 	en/npart= -4.013e+01 	Etot/npart= -4.013e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
18100 	en/npart= -4.016e+01 	Etot/npart= -4.016e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
18200 	en/npart= -4.019e+01 	Etot/npart= -4.019e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
18300 	en/npart= -4.022e+01 	Etot/npart= -4.022e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
18400 	en/npart= -4.025e+01 	Etot/npart= -4.025e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
18500 	en/npart= -4.027e+01 	Etot/npart= -4.027e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
18600 	en/npart= -4.030e+01 	Etot/npart= -4.030e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
18700 	en/npart= -4.033e+01 	Etot/npart= -4.033e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
18800 	en/npart= -4.036e+01 	Etot/npart= -4.036e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
18900 	en/npart= -4.038e+01 	Etot/npart= -4.038e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
19000 	en/npart= -4.041e+01 	Etot/npart= -4.041e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
19100 	en/npart= -4.044e+01 	Etot/npart= -4.044e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
19200 	en/npart= -4.046e+01 	Etot/npart= -4.046e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
19300 	en/npart= -4.049e+01 	Etot/npart= -4.049e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
19400 	en/npart= -4.052e+01 	Etot/npart= -4.052e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
19500 	en/npart= -4.054e+01 	Etot/npart= -4.054e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
19600 	en/npart= -4.057e+01 	Etot/npart= -4.057e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
19700 	en/npart= -4.060e+01 	Etot/npart= -4.060e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
19800 	en/npart= -4.062e+01 	Etot/npart= -4.062e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
19900 	en/npart= -4.065e+01 	Etot/npart= -4.065e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
20000 	en/npart= -4.068e+01 	Etot/npart= -4.068e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
20100 	en/npart= -4.071e+01 	Etot/npart= -4.071e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
20200 	en/npart= -4.073e+01 	Etot/npart= -4.073e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
20300 	en/npart= -4.076e+01 	Etot/npart= -4.076e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
20400 	en/npart= -4.079e+01 	Etot/npart= -4.079e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
20500 	en/npart= -4.082e+01 	Etot/npart= -4.082e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
20600 	en/npart= -4.084e+01 	Etot/npart= -4.084e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
20700 	en/npart= -4.087e+01 	Etot/npart= -4.087e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
20800 	en/npart= -4.090e+01 	Etot/npart= -4.090e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
20900 	en/npart= -4.093e+01 	Etot/npart= -4.093e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
21000 	en/npart= -4.095e+01 	Etot/npart= -4.095e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
21100 	en/npart= -4.098e+01 	Etot/npart= -4.098e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
21200 	en/npart= -4.101e+01 	Etot/npart= -4.101e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
21300 	en/npart= -4.103e+01 	Etot/npart= -4.103e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
21400 	en/npart= -4.106e+01 	Etot/npart= -4.106e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
21500 	en/npart= -4.109e+01 	Etot/npart= -4.109e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
21600 	en/npart= -4.111e+01 	Etot/npart= -4.111e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
21700 	en/npart= -4.114e+01 	Etot/npart= -4.114e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
21800 	en/npart= -4.117e+01 	Etot/npart= -4.117e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
21900 	en/npart= -4.120e+01 	Etot/npart= -4.120e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
22000 	en/npart= -4.122e+01 	Etot/npart= -4.122e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
22100 	en/npart= -4.125e+01 	Etot/npart= -4.125e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
22200 	en/npart= -4.127e+01 	Etot/npart= -4.127e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
22300 	en/npart= -4.130e+01 	Etot/npart= -4.130e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
22400 	en/npart= -4.132e+01 	Etot/npart= -4.132e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
22500 	en/npart= -4.135e+01 	Etot/npart= -4.135e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
22600 	en/npart= -4.137e+01 	Etot/npart= -4.137e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
22700 	en/npart= -4.140e+01 	Etot/npart= -4.140e+01 	Temp= 0.000e+00 	COMv= +0.000e+00
